Date,BTC.Open,BTC.High,BTC.Low,BTC.Close,LTC.Open,LTC.High,LTC.Low,LTC.Close,XRP.Open,XRP.High,XRP.Low,XRP.Close,ETH.Open,ETH.High,ETH.Low,ETH.Close,SHClose,SPClose,NKClose,MXClose,USDJPYClose,USDRUBClose,USDCNYClose
1/5/17,1129.87,1153.02,887.46,1005.81,4.91,4.95,4.23,4.29,0.006572,0.00658,0.006031,0.006201,11.29,11.89,9.4,10.25,3165.41,2269,19520.69,2220.35,115.36,59.4481,6.89
1/6/17,1005.81,1029.17,867.16,895.67,4.3,4.35,3.84,3.86,0.006197,0.006394,0.006109,0.006315,10.29,10.63,9.63,10.25,3154.32,2276.98,19454.33,2213.93,116.92,59.6046,6.9207
1/10/17,899.35,914.02,897.57,904.79,4.3,4.68,4.29,4.59,0.006157,0.006815,0.006148,0.006698,10.37,10.69,10.29,10.55,3161.67,2268.9,19301.44,2237.49,115.77,60.1636,6.9215
1/11/17,904.79,919.56,752.11,775.98,4.6,4.64,3.8,3.85,0.006708,0.006721,0.006312,0.006411,10.54,10.66,9.46,9.72,3136.75,2275.32,19364.67,2218.61,115.41,59.7256,6.9377
1/12/17,775.98,828.09,746.68,802.83,3.84,4.02,3.78,3.96,0.006417,0.006851,0.006351,0.006423,9.72,10.08,9.18,9.86,3119.29,2270.44,19134.7,2212,114.72,59.3491,6.8915
1/13/17,802.83,829.81,774.36,826.12,3.95,3.96,3.8,3.89,0.006434,0.006664,0.006396,0.006596,9.83,9.85,9.51,9.77,3112.76,2274.64,19287.28,2195.19,114.53,59.6869,6.9005
1/17/17,830.26,908.13,828.58,904.45,3.91,3.95,3.85,3.94,0.006772,0.006848,0.006612,0.0068,9.64,10.61,9.54,10.3,3108.77,2267.89,18813.53,2178.73,112.64,59.4025,6.8546
1/18/17,904.45,914.8,848.61,884.25,3.94,3.95,3.78,3.84,0.00679,0.007125,0.006659,0.006709,10.3,10.52,9.94,10.23,3113.01,2271.89,18894.37,2170.09,114.67,59.5544,6.839
1/19/17,884.25,905.42,879.59,898.02,3.84,3.93,3.81,3.86,0.006713,0.00704,0.006671,0.007034,10.24,10.44,10.18,10.4,3101.3,2263.69,19072.25,2162.25,114.87,59.7304,6.8712
1/20/17,898.02,899.38,882.3,891.62,3.86,3.91,3.84,3.89,0.007032,0.00716,0.00661,0.006675,10.39,10.76,10.35,10.6,3123.14,2271.31,19137.91,2159.96,114.62,59.7521,6.8765
1/23/17,925.33,927,912.69,912.69,3.86,3.86,3.82,3.84,0.006718,0.006735,0.006662,0.006697,10.71,10.84,10.67,10.82,3136.77,2265.2,18891.03,2146.09,112.7,59.5022,6.8539
1/24/17,912.69,922.15,884.79,885.65,3.84,3.84,3.78,3.79,0.006708,0.006718,0.006534,0.00654,10.73,10.77,10.57,10.63,3142.55,2280.07,18787.99,2174.59,113.8,59.2511,6.859
1/25/17,885.65,902.73,885.65,894.11,3.79,3.8,3.69,3.71,0.006527,0.006594,0.00649,0.006513,10.62,10.62,10.48,10.57,3149.55,2298.37,19057.5,2176,113.28,59.5145,6.8836
1/26/17,894.11,919.13,894.02,915.1,3.71,3.84,3.71,3.83,0.006511,0.007073,0.006425,0.00669,10.57,10.67,10.51,10.59,3159.17,2296.68,19402.39,2229.2,114.53,60.4317,6.8817
2/3/17,1007.79,1024.14,995.87,1018.11,4.08,4.11,4.04,4.08,0.006466,0.00651,0.006401,0.006474,10.81,11.11,10.76,11.11,3140.17,2297.42,18918.2,2226.61,112.7,58.9824,6.8697
2/6/17,1013.99,1030.4,1012.9,1024.61,4.06,4.08,4.04,4.04,0.006439,0.006494,0.006397,0.00645,11.35,11.48,11.34,11.39,3156.98,2292.56,18976.71,2210.51,111.75,58.903,6.863
2/7/17,1024.61,1054.73,1023.99,1052.54,4.05,4.08,4.04,4.04,0.006437,0.006509,0.006378,0.006407,11.43,11.61,11.41,11.52,3153.09,2293.08,18910.78,2218.77,112.39,59.3378,6.8843
2/8/17,1052.54,1069.99,1018.19,1054.34,4.05,4.08,3.97,4.02,0.006407,0.007833,0.006402,0.006438,11.54,11.63,11.24,11.43,3166.98,2294.67,19007.6,2189.61,111.94,59.2323,6.8723
2/9/17,1054.34,1077.76,942.45,988.95,4.03,4.08,3.71,3.8,0.006433,0.006484,0.006193,0.006374,11.44,11.6,10.67,11.03,3183.18,2307.87,18907.67,2173.98,113.25,58.96,6.8689
2/10/17,988.95,1000.99,954.28,993.08,3.8,3.81,3.7,3.78,0.006367,0.0067,0.006192,0.006289,11.04,11.34,10.78,11.28,3196.7,2316.1,19378.93,2162.19,113.22,58.2219,6.8785
2/13/17,999.51,1007.28,976.29,996.86,3.77,3.77,3.7,3.72,0.006267,0.006338,0.006228,0.006251,11.38,11.39,11.17,11.27,3216.84,2328.25,19459.15,2161.49,113.75,57.9851,6.8815
2/14/17,996.86,1016.44,987.33,1009.25,3.72,3.77,3.71,3.77,0.00624,0.006352,0.00624,0.006278,11.29,13.33,11.29,13.03,3217.93,2337.58,19238.98,2141.5,114.26,57.1288,6.8674
2/15/17,1009.25,1011.33,1001,1009.12,3.77,3.82,3.76,3.81,0.006279,0.006302,0.006095,0.006147,13.04,13.04,12.64,12.92,3212.99,2349.25,19437.98,2137.08,114.17,57.2565,6.8711
2/16/17,1009.12,1039.85,1008.79,1034.08,3.8,3.82,3.78,3.79,0.006138,0.006244,0.005988,0.006027,12.92,12.92,12.54,12.9,3229.62,2347.22,19347.53,2148.48,113.23,57.5993,6.8537
2/17/17,1034.08,1058.27,1027.99,1053.12,3.78,3.84,3.77,3.83,0.005939,0.006095,0.005872,0.005935,12.9,12.91,12.66,12.68,3202.08,2351.16,19234.62,2128.21,112.88,58.427,6.8665
2/21/17,1083.24,1126.49,1078.02,1123.66,3.76,3.8,3.76,3.78,0.005871,0.005909,0.005735,0.005832,12.34,12.77,12.21,12.67,3253.33,2365.38,19381.44,2127.72,113.69,57.4153,6.8841
2/22/17,1123.66,1135.86,1101.9,1122.19,3.79,3.84,3.78,3.81,0.005849,0.005887,0.005817,0.00586,12.69,12.76,12.55,12.6,3261.22,2362.82,19379.87,2106.3,113.3,58.0668,6.8777
2/24/17,1178.38,1206.6,1101.38,1180.92,3.83,3.88,3.82,3.85,0.005883,0.005919,0.005644,0.005701,13.13,13.23,12.88,13.07,3253.43,2367.34,19283.54,2093.09,112.19,58.4175,6.869
2/27/17,1179.97,1196.8,1173.09,1194.28,3.81,3.83,3.8,3.8,0.005665,0.005696,0.005608,0.005609,14.51,15.68,14.27,15.4,3228.66,2369.75,19107.47,2056.46,112.7,58.0784,6.8708
2/28/17,1194.28,1210.16,1176.9,1190.89,3.8,3.82,3.76,3.77,0.005608,0.005631,0.005438,0.005536,15.45,16.06,15.12,15.82,3241.73,2363.64,19118.99,2035.77,112.78,58.3058,6.8678
3/1/17,1190.89,1230.02,1187.33,1230.02,3.77,3.81,3.76,3.8,0.005525,0.005547,0.005372,0.005408,15.85,17.37,15.56,17.35,3246.93,2395.96,19393.54,2059.87,113.73,58.2831,6.8819
3/2/17,1230.02,1284.33,1216.03,1260.92,3.8,4.11,3.78,3.92,0.005419,0.006217,0.005408,0.005991,17.36,19.35,16.95,19.03,3230.03,2381.92,19564.8,2049,114.41,58.8302,6.8899
3/3/17,1260.92,1293.47,1258.49,1290.79,3.92,4,3.9,3.92,0.005988,0.006346,0.005968,0.006339,19.04,20.67,18.41,19.46,3218.31,2383.12,19469.17,2056.89,114.02,58.2217,6.8972
